Indeks,Komentar,Label,Label_Validator
31222,inilah ajaran kisah,0,0.0
31223,kukira cuma hmi doang yang ricuh kongres nya rupanya gmki pun juga sama,0,0.0
31224,pasti ini nyalahin lagi😅,0,0.0
31225,sudah akhir jaman,0,0.0
31226,begini kok hal biasa??,0,0.0
31227,isi komentar ketebak🥀💔,0,0.0
31229,ajaran siapa,0,0.0
31230,ajaran cinta kasih,0,0.0
31231,kawan kawan sesama muslim yang ku cintai jangan menghina ya kawan nabi muhammad pernah di hina oleh orang lain namun tidak membalas dengan hinaan sebaiknya kalo ada yang begitu jangan balas pakai hinaan juga soalnya pernah ada ayat yang bilang kan jangan menyembah sesembahan orang lain jka tak ingin orang lain menghina allah tanpa pengetahuan 🙏,0,0.0
31232,jik@ ada salah kata tolong benahi saya🙏,0,0.0
31233,ga usah tebakan agama hargai aja budaya mereka,0,0.0
31234,ini bukan tentang agama ygy ini tentang kualitas sdm🥰,0,0.0
31235,intinya bukan agama yg problem tapi emang manusia negara ini yang problem 😂,0,0.0
31236,tebak guild,0,0.0
31237,inovasi baru kursi terbang tuh 🤪,0,0.0
31238,duduk duduk,0,0.0
31239,👍👍 itu ada anjing dudukkah???,0,0.0
31240,tebak simbol?,0,0.0
31241,keren omongan cristina ginting dia benar cuma ajaran penuh kasih pemaaf penuh cinta penembus dosa walau turun di pertengahan abad,0,0.0
31242,wow sangat damai dan sopan santun alias,0,0.0
31244,salah satu bentuk ajaran kasih,0,0.0
31245,penganut ajaran kasih paham mana ni,0,0.0
31246,religion of love✝,0,0.0
31247,katanya hostnya baru mualaf kemaren,0,0.0
31249,boleh gak kita tanya tebak agama?🙄,0,0.0
31250,inikah ajaran kasih,0,0.0
31252,sekarang saatnya apa gaes? 😁 ya benar saat nya komen tebak agama nya apa 🤣,0,0.0
31253,ternyata oh ternyata 🤣,0,0.0
31254,@akun asli edistv 😅,0,0.0
31255,untung aja kursi plastik,0,0.0
31256,sholawatin biar adem😂,0,0.0
31257,coba tenangkan pakai astaghfirullah,0,0.0
31258,hmi kalo rapat biasa gini juga ya?,0,0.0
31259,wih tamah banget mulut nya🤭,0,0.0
31260,katolik menonton ini 🙂😬,0,0.0
31261,ajaran kasih 🥰,0,0.0
31262,forum mahasiswa gini itu simulasi rapat dpr atau gimana ya🙏,0,0.0
31263,itu yang pegang mic knpa si sibuk banget 🤣🤣,0,0.0
31264,katanya hal biasa 🤣🤣🤣🤣berarti selama ini kongres kalian bgt yaa,0,0.0
31265,parah sih🤣🤣🤣,0,0.0
31266,wiiih kreeen ngadain kongres guk guk ikut di ajakin👏🏼👏🏼👏🏼,0,0.0
31267,hahah anj duduk😭🤣,0,0.0
31268,benar juga apa bilang edis tv 😅😅😅,0,0.0
31269,kok gini parah,0,0.0
31270,manusia kok dibilang anjing sungguh terlalu,0,0.0
31271,kok nyebut nyebut makanan ??,0,0.0
31272,sesama aliran protes jangan cakar cakarran,0,0.0
31273,alhamdulillaah seorang muslim,0,0.0
31274,biasa itu sih belajar berdemokrasi klo adem2 aja nanti gk kritis,0,0.0
31275,forum apa itu dan apa yg di suruh utk duduk???,0,0.0
31276,salam toleransi anjaaayyyy rusuuuhhhh🔥🔥🔥🔥,0,0.0
31277,storiesku mewakili😎,0,0.0
31278,maaf oot ada apa ya bang? udah nyari tapi gak nemu penyebab nya? 🙏,0,0.0
31279,seru nya weh lempar an kursi wkwk,0,0.0
31280,sopan sekali kata katanya😅😅😅😅,0,0.0
31281,dan domba domba itu berkata,0,0.0
31282,😑 ya ga heran juga kenapa anak sma smk masih suka tawuran lah ini kakak mahasiswa nya aja begini 😑 tolong jadilah contoh yang baik buat adeknya 😌,0,0.0
31283,ini bukan jemaah cuba dengar apa jurucakap bilang anjing duduk adakah aku salah dengar?,0,0.0
31284,hahaha kok ngamuk dia tiba2 🤣🤣,0,0.0
31285,wkwkwk kok bisa,0,0.0
31288,ada apa sih ribut ribut😁 ngerebutin apa sih ?sampai hewan dibawa bawa😁😁,0,0.0
31289,pas lagi gitu langsung play sound ambatukam😭,0,0.0
31290,anjir semuanya jadi oknum satu gedung oknum semua 🤣,0,0.0
31291,mantab lanjutkan,0,0.0
31292,sesama oten 😁😁😁,0,0.0
31293,udah nyuruh duduk tapi pake hewan,0,0.0
31294,sudahlah kita hargai saja guys jangan komen tebak agama tebak agama 😹,0,0.0
31295,gak islam gk kristen sama aja omongannya😭😭😭😭,0,0.0
31296,abu janda suruh komen,0,0.0
31297,mengajarkan kasih kasih pahammm🔥,0,0.0
31298,gerakan melempar kursi indonesia,0,0.0
31299,damai ya,0,0.0
31300,11 12 sama hmi 🗿,0,0.0
31301,ah lempar yak,0,0.0
31302,wiiiih seru nih 😁,0,0.0
31303,🤣🤣🤣🤭 mulut nya tuhan yesus liat murid2 mu🤣🤣🤣,0,0.0
31304,parah damai damai knpsih,0,0.0
31305,tumben ga da yang nulis tebak agama sama pulau ? 🗿🤔,0,0.0
31306,senjata makan cuan cik omongannya kok balik buat diri sendiri ya,0,0.0
31307,hal biasa katanya 🤣,0,0.0
31308,aslinya emang gitu,0,0.0
31309,agama yang cinta damai😅,0,0.0
31310,🤣😅😂@edis tv gmn neh yg katanya damai😅😂,0,0.0
31311,ituulah jalan kasih mereka😂😂😂,0,0.0
31312,kenapa hostnya emosi dah??,0,0.0
31313,ajaran yg damai,0,0.0
31314,padahal semua agama ngajarin kebaikan tapi sama aja semuanya seneng ribut apa yg mereka cari sebenarnya 😐,0,0.0
31315,jadi minoritas kek gini apalagi mayoritas,0,0.0
31316,oini yang dibanggakan christina ginting ? 😂,0,0.0
31317,mahasiswa nya aja modelan begini😴😴,0,0.0
31318,ini baru paten,0,0.0
31319,awokwok pagar makan pagar istilah nya,0,0.0
31320,oh ini maksudnya christina ginting 😂,0,0.0
31321,capekk guaa like komeen tebak agama,0,0.0
31322,buah tak jauh dari pohonnya,0,0.0
31323,harusnya solawatan dong,0,0.0
31324,😂😂gw ketawa aja dah,0,0.0
31325,itu panitia cewek kalau capek ga usah jadi panitia mmg capek,0,0.0
31326,apakah cristina gg nya apa guys? bisa melihat masa depan,0,0.0
31327,for indonesian people katolik ga sama dg protestan mrk protestan 🙏,0,0.0
31328,sesuai yg di mkn 😂,0,0.0
31329,nyuruh duduk sambil teriak anj siapa yang ngga ngamuk,0,0.0
31330,umat pilihan ajaran kasih dan jaminan masuk sorga 🔥,0,0.0
31331,apa lagi ini yg itu belum selesai ada lagi yg baru aduh,0,0.0
31332,ini kenapa malah berselisih sebaik baiknya orang adalah yg meninggalkan perselisihan meskipun dia benar,0,0.0
31333,perkataan cristina ginting terbukti sudah 😂,0,0.0
31334,akibat telat bagikan nasi kotak,0,0.0
31335,wkwkwkwk oh ternyata sama aja 🤭,0,0.0
31336,tidak mencerminkan sikap kristiani saya sekali,0,0.0
31337,namanya jga kristen,0,0.0
31338,dugaan abu janda benar 🤣🤣🤣,0,0.0
31339,ajaran kaseiiiiih banget,0,0.0
31340,sayang nyawa jgn coba klean ke nias utara 🤧,0,0.0
31341,semua mahasiswa mirip2 apapun agamanya,0,0.0
31342,di semua organisasi jg pasti ada ky gini,0,0.0
31343,daerah sdm rendah,0,0.0
31344,watak dan perilaku seseorang terbentuk dari apa yang sering dikonsumsinya,0,0.0
31345,anj duduk😂,0,0.0
31346,kerja baguss🤣,0,0.0
31347,mulut nyee ringan banget mana pake mic lagi😔,0,0.0
31348,baru satu keributan agama kristen kalian ributin terus keributan yg dibuat agama islam selama ini gimana ? harusnya kita saling mendoakan agar negara ini menyudahi drama agama agama cukup untuk diri sendiri harusnya kita semua sadar negara ini sudah jauh tertinggal dari negara maju,0,0.0
31349,bener memang apa yg di bilang christina g ini buktinya ajaran kasih 😜😜😜,0,0.0
31350,ini sudah terjadi perang internal 😅,0,0.0
31352,ooo hal biasa toh,0,0.0
31353,tragedi kursi hijau☠☠💀💀,0,0.0
31354,tapi dalam hal organisasi kekampusan internal eksternal ini kaya hal lumrah buat demokrasi didalamny ga bisa kita pesekusi agama di dalamnya manteman🙏🏻 jawba dengan nada dering,0,0.0
31355,hal biasa jadi kekerasan dan keurusuhan menjadi hal biasa,0,0.0
31356,sesama mreka aja gitu,0,0.0
31357,ajaran kasih memang gitu 🤣🤣🤣🤣,0,0.0
31358,bekerja dibawah tekanan🤣🤣🤣🤣,0,0.0
31359,satu kata tak maaluuuuuuuunaa😂,0,0.0
31360,negara no 1 paling sejahtera mengalahkan jepang dan amerika sarikat kata mereka 🗿🗿🗿😂😂😂,0,0.0
31361,lagian omongan nya bgtu jelas lah orang pada marah,0,0.0
31362,mehasewaa sebelum masuk ormas,0,0.0
31363,aduhhhh pky nma binatang lg🤣,0,0.0
31364,kang dedi yeuh kang dedi masukin barak kang dedi,0,0.0
31365,mana barua kalian kenapa lalukan hal bgnie😔,0,0.0
31366,sudahlah jangan jadikan hal ke gini mengacu ke suku ataupun agama kericuhan dalam kongres itu sering terjadi bukan di gmki saja rapat kongres pmii pun sama yg komen ngacu agama suku itu sudah pasti bukan anak organisasi,0,0.0
31367,mantapp 👍👍,0,0.0
31368,tambah lagi,0,0.0
31369,biarin ajala sesama dia juga nya ituu🤣🤣,0,0.0
31370,di manapun dan dgan siapapun apa lagi si forum jaga omongan kata2 yg tidak pantas itu tidak cocok di wilayah indonesia ini mereka punya etika dan adab bukan preman,0,0.0
31371,ternyata berilmu blm tentu beradab,0,0.0
31372,katanya hal biasa dalam forum dinamika mahasiswa hal seperti ini kok dibiasakan😂,0,0.0
31373,matiin micnya dulu😭😭😭🙏🏻,0,0.0
31374,anak belanda,0,0.0
31375,gass bang gass kasih paham siapa ketua di sini 🤣🤣🤣,0,0.0
31376,inilah ajaran kasih,0,0.0
31377,edis rk sofiatul gimana ni😁,0,0.0
31378,saya muslim harus kalimat aji ng tidak boleh berkata bgt,0,0.0
31379,ngapa itu asal mulanya min ?,0,0.0
31380,mereka hanya membawa slogan agama disetiap kampus mereka ini ada dan cara dalam rapat selalu ada begini 😌 emang organisasinya aja yg gak masuk akal,0,0.0
31381,makin percaya kristina ginting,0,0.0
31382,wah wah itu manusia bukan anjing,0,0.0
31383,next generasi apakah indonesia akan di pimpin orang orang seperti ini?,0,0.0
31384,biasanya gk mau ikutan tapi jari inget spam komen christina ginting ohh yang ini,0,0.0
31385,hahaha ajaran siapa nih,0,0.0
31386,panitia apaan tuh 🗿,0,0.0
31387,@akun asli edis tv,0,0.0
31389,bersabarlah wahai kisana,0,0.0
31390,tagut ini ya ? hahaha,0,0.0
31391,allahu akbar,0,0.0
31392,ternyata di indo bukan agamanya yg salah tapi orangnya,0,0.0
31393,tolong kursi jgn di lemparkan karena harganya tidak sesuai sewa gedung,0,0.0
31394,anak2 tuhan bapa pada kenapa ini,0,0.0
31396,ajaran kasih bgt 😂,0,0.0
31397,@tretan muslim,0,0.0
31398,begini amat ya kalau oten 😁😁😁,0,0.0
31399,kasian kursinya,0,0.0
31400,ada ada ada,0,0.0
31401,ini oknum ya kawan kawan🗿,0,0.0
31402,cristina ginting hrus liht ini,0,0.0
31403,saya suka kerusuhan 🤣,0,0.0
31404,kenapa aku harus lahir di negara seperti ini yatuhan 😌,0,0.0
31405,detik 27 gua kira sound kramat wa😭😭😭,0,0.0
31406,kau liat dlu ini ting 😂,0,0.0
31407,sudah masuk islam sudah,0,0.0
31408,pantes @354桃太郎 @bunnysins @ly 🕊,0,0.0
31410,ajaran kasih nggk boleh gitu kawan 🙏,0,0.0
31411,btw gw muslim cuman mau mengingatkan,0,0.0
31412,assalamualaikum saya islam dan sya cuma berharap semoga tidak ada korban 🙏,0,0.0
31413,judulnya mahasiswa tp isinya barudak galatok,0,0.0
31414,pentingnya agama,0,0.0
31415,lebih parah om 😂😂,0,0.0
31416,panitia agak laen,0,0.0
31417,jadi masalahnya apa?,0,0.0
31418,katanya yg teriak anj itu bukan bagian mereka udah ketebak alasannya 🗿,0,0.0
31419,keren lanjutkan,0,0.0
31420,suzuran dengan kearifan lokal teruskan nak kami bangga,0,0.0
31421,hahaha hahahahaha,0,0.0
31422,namanya juga gerakan 😭 kalo diem bukan gerakan namanya,0,0.0
31423,gaperlu di tebak guys udh keliatan dr sikap🤪🤘🏻,0,0.0
31424,bringas kyk tentara romawi😅,0,0.0
31425,tindak sesuai undang undang negara biar jerah,0,0.0
31426,jefri nichol hebat juga,0,0.0
31427,takut bgt tali baju nya putus krna berat,0,0.0
31428,pasti fyp gara ini 😌,0,0.0
31429,bulat bgt,0,0.0
31430,cantik bet😍💐,0,0.0
31431,berkembang pesat,0,0.0
31432,ini asli ga ya,0,0.0
31433,nice 😉,0,0.0
31434,jangan smpek fyp ke suamiku😭,0,0.0
31435,cantik kyk selena 😍,0,0.0
31436,liat di vt ku ada video sm maria gak gini ko aslinya,0,0.0
31437,cantik bngettt,0,0.0
31438,pasti jefry udah kenyang,0,0.0
31439,turun bangett 😳,0,0.0
31440,ya kalo gd emang gitu kecuali kalo kecill ya ga bakal turun lah🤣,0,0.0
31441,sorry kalau gue terlalu gacor,0,0.0
31442,emang ada yg kw,0,0.0
31443,ada tu punya lucinta luna,0,0.0
31444,apee mulutt kau niii,0,0.0
31445,kalau ori ya turun wkwkwk beda lagi kalai op 🤣,0,0.0
31446,enak jirr itu,0,0.0
31447,hasil modif bang jefry😂,0,0.0
31448,info mekanik nya,0,0.0
31449,papi culo kalo biru kabarin🗿,0,0.0
31450,gua mah pasrah aj dah klo udah berduann😂,0,0.0
31451,5 jari 🖐,0,0.0
31452,omg you re so pretty😍🌷,0,0.0
31453,skrg udh gede ya dia,0,0.0
31454,gara gara nikol nih🗿,0,0.0
31455,@𝔇𝔢𝔫𝔫𝔶𝔳 𝔞𝔣 kesukaan aing bangat,0,0.0
31456,iyaa de iyaa sok,0,0.0
31457,sdh di poles sama,0,0.0
31458,luassss bgt😁,0,0.0
31459,beda orang beda bentuk mekanik hndal🤪,0,0.0
31460,bekas tangan nicol,0,0.0
31461,sama si jepri dah pernah di pake belum yh,0,0.0
31462,yang katanya aceh miskin tapi menurut sejarah terbuktikan bahwa aceh mampu menyumbangkan hartanya,0,0.0
31463,org aceh aja pergi haji di mekah di ksh duit di sana 6 jt pperorg,0,0.0
31464,insya allah tahu depan bs mencapai 10jt kak tahun ini aja udh 8jt lbh,0,0.0
31465,itulah nasionalis sejati jangan di hianati,0,0.0
31466,sekarang bagaikan kacang lupa sama kulit nya,0,0.0
31467,bukan cuma lupa kulit lupa sama kacang2nya juga bang,0,0.0
31468,aceh kaya sebetulnya tapi dy lebih mentingkan negaranya,0,0.0
31469,betull sedih ya aceh🥺,0,0.0
31470,knpa ibu kota nggk aceh aja dlu? 🗿,0,0.0
31471,pernah dulu bireun aceh pernah jadi ibukota indonesia selama seminggu pada tahun 1948,0,0.0
31472,jakarta jawa emng nggk rela 😂,0,0.0
31473,iya btul👍👍👍🥰🙏,0,0.0
31474,itu yg di janjikan apa bila indonesia merdeka maka ibukota brada di aceh yaitu bireun dan smua bangunan yg sdah hancur di bumi aceh akan di tata kmbali tp alhasil smua di bwa pergi,0,0.0
31475,pernah tepat nya di bireuen jadi ibukota negara indonesia satu lagi yogyakarta,0,0.0
31476,solusinya pak anies baswedan yg jd presiden nya,0,0.0
31477,pemilu kmrin suara aceh 99 persen pemilih pk anis,0,0.0
31478,siap menangkan lagi abah tersyg,0,0.0
31479,ishhh ikln trs sih nnt lh 2029,0,0.0
31480,jadi nangis saya ya alloh semoga aceh sejahtera dan ditambah rizkinya dipimnpin oleh pemimpin yg amanah kami dr jawa timur melihat aceh adalah serambinya mekah yg indonesia punya,0,0.0
31481,begitu baiknya kami sebagai orang aceh kepada negeri ini namun air mata yang selalu kau berikan kepada kami,0,0.0
31482,semoga allah menjauhkan aceh dari perang saudara lagi sedih perih kehilangan kerabat dan saudara hanya karena keegoisan para penguasa,0,0.0
31483,kesetiaan rakyat aceh untuk indonesia agar tidak di pandang rendah oleh negara lain 🙏,0,0.0
31484,benar sekali 🥺,0,0.0
31485,bek troek keunan ka ungket hy apa aceh nyan tempat ibadah troek pahala keu ureung sumbang sit troek u guu bangai,0,0.0
31486,gagal faham anda,0,0.0
31487,ken geungkek hai glegeng petrang sejarah pengorbanan endatu aceh,0,0.0
31488,bak maaa keuh kapeugah irumoh apa,0,0.0
31489,bak makah,0,0.0
31490,maaa kah yg pas katuha mnteng ngeut,0,0.0
31491,makah gen yah kah sit bui,0,0.0
31492,kon ungkit pgh nak meuphoum,0,0.0
31493,nyan sedekah keu tempat ibadah hy cut kak rugoe nan cut,0,0.0
31494,nyan mengingatkan agar generasi jinoe itepue bang😄,0,0.0
31495,nyan kon geu ungket tp geu pleumah bah bek di gilho2 le awak nyaan,0,0.0
31496,khon ta ungkeit tapi beujitupue,0,0.0
31497,mesjid hana paya ditupu hana mekait ngon negara walaupun letak dalam negara kerena mesjid untuk muslim apapun bangsa dan negaranya 🙏,0,0.0
31498,begitu baiknya prov aceh kpd bangsa apatah itu balasan mu wahai penguasa jaman kini dimana letak terima kasihmu jgn sampai alam yg akan menghakimi semua,0,0.0
31499,pahamkan@bobbynst @gibran rakabuming @joko widodo @gerindra @al karnavian @deddy corbuzier @masemildardak,0,0.0
31500,aceh sama sumatera barat garda terdepan kemerdekaan indonesia,0,0.0
31501,ak bukan orang aceh tp begitu aceh banyak jasa,0,0.0
31502,kalau sampai ibukota ri pindah jgn sampai emas monas jd bahan inceran,0,0.0
31503,aceh sangat berjasa di kemerdekaan indonesia,0,0.0
31504,emas monas dr aceh pesawat pertama untuk ri sumbangan dr masyarakat aceh juga,0,0.0
31505,aceh punya andil besar saat kemerdekaan indonesia kami luar aceh saja bangga apalagi orang aceh,0,0.0
31506,benar kisah ini🥰🥰🥰😅😅😅,0,0.0
31507,tentu benar aku tau sejarah walaupun aku bukan org aceh cikal bakal pertahanan kemerdekaan ri itu berkat diplomat aceh juga meyakinkan dunia karena pihak bekanda mau menguasai kembali indonesia,0,0.0
31508,sebutkan jasa tito untuk mulyono,0,0.0
31509,kasus km 50 😀😀😀,0,0.0
31510,@aceh bukan pemodal tapi sedekah sama orang yg susah atau peminta,0,0.0
31511,setuju sampe anak cucu sekarang masih sama,0,0.0
31512,merinding lihat profil lengkap 😭😭,0,0.0
31513,sedih dengar lagunya pertahankan harga diri saudaraku saveaceh savenkri,0,0.0
31514,trs buka vidio lm brtau sejarahnya khusus nya bt si tito dan kawan kawan nya,0,0.0
31515,begitu berjasanya aceh,0,0.0
31516,👍👍🔥🔥🔥 salam dari pasundan,0,0.0
31517,swmangat saudaraku dsri aceh wajib pertahankan hak antum,0,0.0
31518,saya dr medan dukung aceh,0,0.0
31519,gw orang jakarta gw dukung aceh,0,0.0
31520,ini lah sejarah yg harus tetap kita kabarkan untuk anak cucu agar sejarah tak pernah hilang,0,0.0
31521,belanda no 2 itulah indonesia,0,0.0
31522,masih bilang aceh miskin itu kata mereka 🤣🤣🤣,0,0.0
31523,kacang lupa kulit,0,0.0
31524,ya allah kali ini berikan kejayaan buat bangsa acehh,0,0.0
31525,keluarga mulyono dan bobby bantuannya apa ya?,0,0.0
31526,mereka lupa,0,0.0
31527,jangan lp dg jasa orang aceh,0,0.0
31528,gara gara si bob dan si tok laju ribuuuttt,0,0.0
31529,nasib orang baik memang akan selalu dicurangi,0,0.0
31530,sungguh ikhlas kami aceh tapi apa yg kalian lakukan skrg ni membuka luka lama kali ini kami tak mau mengalah,0,0.0
31531,😥😥😥 negara ini di kuasai oligargi,0,0.0
31532,semangat untuk kalian semoga kedepannya ini cepat terselesaikan,0,0.0
31533,aceh punya hak untuk menentukan nasibnya allahu akbar,0,0.0
31534,ternyata mereka tangan dibawah kita tangan diatas sedari dulu,0,0.0
31535,ayo aceh bangun krn sudah dibangunkan,0,0.0
31536,fakta 🔥🔥,0,0.0
31537,jasa aceh sangat banyak jadi jngan petik amarah aceh pulau yg 4 adalah marwa aceh,0,0.0
31538,ya allah permudahkan lah rakyat aceh untuk mempertankan haknya,0,0.0
31539,aceh kaya bisa bantu indonesia,0,0.0
31540,ini baru sejarah yang lurus,0,0.0
31541,merdekalah aceh🤲,0,0.0
31542,aceh tempat lahir ku,0,0.0
31543,tuuuuuuu kan,0,0.0
31544,menyala aceh ku,0,0.0
31545,bener x,0,0.0
31546,jasa aceh begitu bnyak terlupakan,0,0.0
31547,mesjid raya al maksum medan juga ada sumbangan dari raja aveh,0,0.0
31548,aceh boss,0,0.0
31549,indonesia tak punya modal,0,0.0
31550,ganti tito,0,0.0
31551,yg bilang miskin anak anak baru baru lihat bumi,0,0.0
31552,aceh ku tercinta😭😭😭,0,0.0
31553,sukarno mengemis ke aceh jih yg jak u aceh,0,0.0
31554,panas kipas 🤣,0,0.0
31555,mereka tau sejarah sebenarnya tpi keserakahan mengalahkan pikirannya itulah pemerintahan yg rakus pangkat dan harta,0,0.0
31556,kejadian ini jadi tamparan buat kita rakyat aceh kalo bukan diri sendiri yang mampu bakal di jajah kita yang muda muda harus hidupkan lagi semangat belajar sungguh sungguh agar dapat ilmu dan kekuatan untuk melawan apabila diremehkan dan diperlakukan semena mena,0,0.0
31557,aceh amat sangat kaya seandainya aceh merdeka akan amat bisa seperti brunei dari mulai minyak damar gas bumi emas nikel dan mungkin lebih 30 jenis bahan tambang ada di aceh tapi krn rakusnya pemerintah hasilnya gak pernah sampai ke rakyat aceh sendiri semuanya dikuasai pemerintah,0,0.0
