Indeks,Komentar,Komentar_bersih,normal_teks,Label,Label_Validator
59226,yang hujat netijen yang kena bunda maia wkwkwk kalo minder ngaku aja bos mau diliat dari sisi mana juga emanh hebatan daddy irwan sih wkwkwk kalah emang menyakitkan ya pakde perempuan yang kamu injak injak sampe sedemikan rupa ternyata bisa bangkit dan bersinar jauh jauh lebih terang dari orang orang disitu ego mu sebagai laki laki tersentil karna kamu tau apapun yang kamu lakukan ga akan pernah bisa menyetarakan dia,yang hujat netijen yang kena bunda maia wkwkwk kalo minder ngaku aja bos mau diliat dari sisi mana juga emanh hebatan daddy irwan sih wkwkwk kalah emang menyakitkan ya pakde perempuan yang kamu injak injak sampe sedemikan rupa ternyata bisa bangkit dan bersinar jauh jauh lebih terang dari orang orang disitu ego mu sebagai laki laki tersentil karna kamu tau apapun yang kamu lakukan ga akan pernah bisa menyetarakan dia,yang hujat netizen yang kena bunda maia wkwkwk kalo minder ngaku aja bos mau dilihat dari sisi mana juga emang hebat daddy irwan sih wkwkwk kalah emang menyakitkan ya pakde perempuan yang kamu injak injak sampai sedemikian rupa ternyata bisa bangkit dan bersinar jauh jauh lebih terang dari orang orang di situ ego mu sebagai laki laki tersentil karena kamu tau apa pun yang kamu lakukan ga akan pernah bisa menyetarakan dia,0,0
4273,bro pikir cuma islam yang jelek,bro pikir cuma islam yang jelek,bro pikir cuma islam yang jelek,4,4
14799,itu babi kbs 😂😂😂😂,itu babi kbs emoji_face_with_tears_of_joy emoji_face_with_tears_of_joy emoji_face_with_tears_of_joy emoji_face_with_tears_of_joy,itu babi kabars emoji_face_with_tears_of_joy emoji_face_with_tears_of_joy emoji_face_with_tears_of_joy emoji_face_with_tears_of_joy,3,3
37142,kalo udah komen kayak gitu udah nggak bisa lagi positif thinking,kalo udah komen kayak gitu udah nggak bisa lagi positif thinking,kalo sudah komen kayak gitu sudah tidak bisa lagi positif thinking,0,0
7491,wow montok bgt,wow montok bgt,wow montok banget,5,5
21870,boleh di coba ka ?🫵👍,boleh di coba ka ? emoji_index_pointing_at_the_viewer emoji_thumbs_up,boleh di coba ka ? emoji_index_pointing_at_the_viewer emoji_thumbs_up,0,0
30479,sebenarnya mereka lihat tapi gk berani koment🤣🤣,sebenarnya mereka lihat tapi gk berani koment emoji_rolling_on_the_floor_laughing emoji_rolling_on_the_floor_laughing,sebenarnya mereka lihat tapi tidak berani komentar emoji_rolling_on_the_floor_laughing emoji_rolling_on_the_floor_laughing,0,0
9345,iseng nyoba 100k malah jadi 3jt kan paten😁,iseng nyoba 100k malah jadi 3jt kan paten emoji_beaming_face_with_smiling_eyes,iseng mencoba 100k malah jadi 3 juta kan paten emoji_beaming_face_with_smiling_eyes,1,1
44877,@aca 😭😭😭😭😭inget te dia,mention_user emoji_loudly_crying_face emoji_loudly_crying_face emoji_loudly_crying_face emoji_loudly_crying_face emoji_loudly_crying_face inget te dia,mention_user emoji_loudly_crying_face emoji_loudly_crying_face emoji_loudly_crying_face emoji_loudly_crying_face emoji_loudly_crying_face inget te dia,0,0
58477,bisa diem ga,bisa diem ga,bisa diam ga,0,0
2447,malin kundang padang maling rendang palembang😹🙉😹,malin kundang padang maling rendang palembang emoji_cat_with_tears_of_joy emoji_hear-no-evil_monkey emoji_cat_with_tears_of_joy,malin kundang padang maling rendang palembang emoji_cat_with_tears_of_joy emoji_hear-no-evil_monkey emoji_cat_with_tears_of_joy,4,4
4242,bayangkan jika mereka mayoritas pasti sudah berani mukul bukan melarang membangun masjid lagi,bayangkan jika mereka mayoritas pasti sudah berani mukul bukan melarang membangun masjid lagi,bayangkan jika mereka mayoritas pasti sudah berani mukul bukan melarang membangun masjid lagi,4,4
10138,mimpi buruk keranda mayat,mimpi buruk keranda mayat,mimpi buruk keranda mayat,5,3
126,@suge 789 never giveup baby,mention_suge 789 never giveup baby,mention_suge 789 never give up bayi,1,1
1899,baseng bae kebanyaan islam yo disikak ew,baseng bae kebanyaan islam yo disikak ew,baseng bae kebanyakan islam yo disikap ew,4,4
12780,konten paporite gw mantab,konten paporite gw mantab,konten favorit saya mantab,5,5
20017,antara kepanasan dan sesak napas 😌,antara kepanasan dan sesak napas emoji_relieved_face,antara kepanasan dan sesak napas emoji_relieved_face,0,0
21755,ini dia bray,ini dia bray,ini dia bray,0,0
53448,kan dia yang mita,kan dia yang mita,kan dia yang minta,0,0
12760,itu nya cucu nya kasar gk kenyal😮,itu nya cucu nya kasar gk kenyal emoji_face_with_open_mouth,itu nya cucu nya kasar tidak kenyal emoji_face_with_open_mouth,5,5
59570,kok ada ya laku macem gini,kok ada ya laku macem gini,kok ada ya laku macam gini,0,0
10054,mau hujat tapi aku lebih hina kayanya😭,mau hujat tapi aku lebih hina kayanya emoji_loudly_crying_face,mau hujat tapi aku lebih hina kayaknya emoji_loudly_crying_face,3,3
7529,punya bini begini bikin betah di rumah coy 😍😍,punya bini begini bikin betah di rumah coy emoji_smiling_face_with_heart-eyes emoji_smiling_face_with_heart-eyes,punya bini begini bikin betah di rumah kawan emoji_smiling_face_with_heart-eyes emoji_smiling_face_with_heart-eyes,5,5
34572,ini bisa jadi kalau engga apa? engga ada korupsi ygy,ini bisa jadi kalau engga apa? engga ada korupsi ygy,ini bisa jadi kalau tidak apa? tidak ada korupsi iya,0,0
11246,dulu waktu mulan hamil shafeea pakde dhani gak mau ngakuin ke media mulan sampe menggunakan hijab syar i utk nutupin hamilnya tp skarang giliran anaknya kena hujat akibat perbuatan ortunya dia ngambek 😂 makanya jgn menyalahgunakan hijab utk perbuatan yg ga baik kena batu nya baru tau rasa,dulu waktu mulan hamil shafeea pakde dhani gak mau ngakuin ke media mulan sampe menggunakan hijab syar i utk nutupin hamilnya tp skarang giliran anaknya kena hujat akibat perbuatan ortunya dia ngambek emoji_face_with_tears_of_joy makanya jgn menyalahgunakan hijab utk perbuatan yg ga baik kena batu nya baru tau rasa,dulu waktu mulan hamil shafeea pakde dhani gak mau mengakui ke media mulan sampai menggunakan hijab syar i untuk menutup hamilnya tp sekarang giliran anaknya kena hujat akibat perbuatan ortunya dia ngambek emoji_face_with_tears_of_joy makanya jangan menyalahgunakan hijab untuk perbuatan yg ga baik kena batu nya baru tau rasa,3,3
4157,untung ente minoritas,untung ente minoritas,untung ente minoritas,4,4
42596,lu yg lawak gk sih🙃,lu yg lawak gk sih emoji_upside-down_face,lu yg lawak tidak sih emoji_upside-down_face,0,0
18765,@ra s motivasi hri ini🤲🏻,mention_user s motivasi hri ini emoji_palms_up_together_light_skin_tone,mention_user s motivasi hari ini emoji_palms_up_together_light_skin_tone,0,0
13896,aku jdi pengin ngituli,aku jdi pengin ngituli,aku jadi pengin ngituli,5,5
29172,gw mungkin g terlalu toleransi tapi gw suka dia toleransi turut berduka buat saudara sesama manusia kepada agama katolik meninggal nya paus fransiskus,gw mungkin g terlalu toleransi tapi gw suka dia toleransi turut berduka buat saudara sesama manusia kepada agama katolik meninggal nya paus fransiskus,saya mungkin g terlalu toleransi tapi saya suka dia toleransi turut berduka buat saudara sesama manusia kepada agama katolik meninggal nya paus Fransiskus,0,0
23551,kalo gata gw jngan sakitnya sebulan setara kek melahirkan🗿🗿,kalo gata gw jngan sakitnya sebulan setara kek melahirkan emoji_moai emoji_moai,kalo gata saya jangan sakitnya sebulan setara kek melahirkan emoji_moai emoji_moai,0,0
66697,woo salam knal kk,woo salam knal kk,wow salam kenal kk,0,0
14596,jualan tt,jualan tt,jualan tt,5,5
64383,siapa tau bisa jadi anak hp motor,siapa tau bisa jadi anak hp motor,siapa tau bisa jadi anak handphone motor,0,0
12577,pasti ngent,pasti ngent,pasti ngentot,5,5
4480,mantap harus dipertahankan keributan dan kericuhan ini gunanya tangan buat baku hantam 🤣🤝🤝😂😂😂,mantap harus dipertahankan keributan dan kericuhan ini gunanya tangan buat baku hantam emoji_rolling_on_the_floor_laughing emoji_handshake emoji_handshake emoji_face_with_tears_of_joy emoji_face_with_tears_of_joy emoji_face_with_tears_of_joy,mantap harus dipertahankan keributan dan kericuhan ini gunanya tangan buat baku hantam emoji_rolling_on_the_floor_laughing emoji_handshake emoji_handshake emoji_face_with_tears_of_joy emoji_face_with_tears_of_joy emoji_face_with_tears_of_joy,4,4
33748,wkwkk lucu sibocil manggil adek🤣🤣,wkwkk lucu sibocil manggil adek emoji_rolling_on_the_floor_laughing emoji_rolling_on_the_floor_laughing,hahaha lucu sibocil manggil adek emoji_rolling_on_the_floor_laughing emoji_rolling_on_the_floor_laughing,0,0
1572,emak lo lc hihihi😂😂😂😂😂😂😂😂😂,emak lo lc hihihi emoji_face_with_tears_of_joy emoji_face_with_tears_of_joy emoji_face_with_tears_of_joy emoji_face_with_tears_of_joy emoji_face_with_tears_of_joy emoji_face_with_tears_of_joy emoji_face_with_tears_of_joy emoji_face_with_tears_of_joy emoji_face_with_tears_of_joy,emak lo lc hihihi emoji_face_with_tears_of_joy emoji_face_with_tears_of_joy emoji_face_with_tears_of_joy emoji_face_with_tears_of_joy emoji_face_with_tears_of_joy emoji_face_with_tears_of_joy emoji_face_with_tears_of_joy emoji_face_with_tears_of_joy emoji_face_with_tears_of_joy,3,3
64532,gua dari erpan beralih ke teguh,gua dari erpan beralih ke teguh,gua dari erpan beralih ke teguh,0,0
9459,si anj 😭😭😭🤣🤣🤣,si anj emoji_loudly_crying_face emoji_loudly_crying_face emoji_loudly_crying_face emoji_rolling_on_the_floor_laughing emoji_rolling_on_the_floor_laughing emoji_rolling_on_the_floor_laughing,si anjing emoji_loudly_crying_face emoji_loudly_crying_face emoji_loudly_crying_face emoji_rolling_on_the_floor_laughing emoji_rolling_on_the_floor_laughing emoji_rolling_on_the_floor_laughing,3,3
10626,manusia tertolol didunia mungkin yaa sianjinggg,manusia tertolol didunia mungkin yaa sianjinggg,manusia tertolol di dunia mungkin ya sianjing,3,3
49870,ani ani sekarang pake hijab ya😹😹😹,ani ani sekarang pake hijab ya emoji_cat_with_tears_of_joy emoji_cat_with_tears_of_joy emoji_cat_with_tears_of_joy,ani ani sekarang pake hijab ya emoji_cat_with_tears_of_joy emoji_cat_with_tears_of_joy emoji_cat_with_tears_of_joy,0,0
62345,ko judo kpn kolab sm yoan yolanda,ko judo kpn kolab sm yoan yolanda,ko judo kapan kolab sm yoan yolanda,0,0
8966,itu gentong mau di taro sebelah mana bang,itu gentong mau di taro sebelah mana bang,itu gentong mau di taruh sebelah mana bang,3,3
14564,orang2 juga pada tau gede ko mulus ko udh dibaju dibaju malu ah,orang2 juga pada tau gede ko mulus ko udh dibaju dibaju malu ah,orang juga pada tau gede ko mulus ko udah di baju di baju malu ah,3,3
13857,tak akan mencium bau surga wanita 2 yg memperlihakan auratnya di muka orang 2 yg bukan suaminya 🧕,tak akan mencium bau surga wanita 2 yg memperlihakan auratnya di muka orang 2 yg bukan suaminya emoji_woman_with_headscarf,tak akan mencium bau surga wanita dua yg memperlihatkan auratnya di muka orang dua yg bukan suaminya emoji_woman_with_headscarf,4,3
10403,sepanjang video yg gw denger anj ng bangs t t i ngent t,sepanjang video yg gw denger anj ng bangs t t i ngent t,sepanjang video yg saya dengar anjing ng bangs t t i ngentot t,3,3
38978,bebas berpendapat bukan berarti cabul,bebas berpendapat bukan berarti cabul,bebas berpendapat bukan berarti cabul,0,0
50729,coba tf dulu kak takut ketipu soalnya,coba tf dulu kak takut ketipu soalnya,coba transfer dulu kak takut ketipu soalnya,0,0
24044,lc apa kak😔😔,lc apa kak emoji_pensive_face emoji_pensive_face,lc apa kak emoji_pensive_face emoji_pensive_face,0,0
8185,ngewe sih,ngewe sih,ngewe sih,5,5
17203,Gimana caranya ⭐𝐌𝐀𝗡𝗗𝗔𝘓𝘐𝙆𝘼𝟽𝟽⭐ bisa se-populer ini? Hebat!,gimana caranya emoji_star mandalika77 emoji_star bisa se-populer ini? hebat!,gimana caranya emoji_star mandalika77 emoji_star bisa se-populer ini? hebat!,1,1
13046,parah silikon nya ga seimbang sm bdn lg jaman model2 pd silikon ya skrg 🤣🤣,parah silikon nya ga seimbang sm bdn lg jaman model2 pd silikon ya skrg emoji_rolling_on_the_floor_laughing emoji_rolling_on_the_floor_laughing,parah silikon nya ga seimbang sm badan lagi jaman model-model pd silikon ya sekarang emoji_rolling_on_the_floor_laughing emoji_rolling_on_the_floor_laughing,3,3
5099,betul bang sumut dan aceh itu sama nkri kok bikin ricuh aja masyarakat aceh,betul bang sumut dan aceh itu sama nkri kok bikin ricuh aja masyarakat aceh,betul bang sumut dan aceh itu sama nkri kok bikin ricuh aja masyarakat aceh,4,4
20544,hmm wajahnya itu loh,hmm wajahnya itu loh,hmm wajahnya itu loh,0,0
6606,enak nggak pakai kondom,enak nggak pakai kondom,enak tidak pakai kondom,5,5
25624,berharap warna apa bg,berharap warna apa bg,berharap warna apa bang,0,0
57688,ojan pas jaman sketsa banyak bat bacod nya wirr,ojan pas jaman sketsa banyak bat bacod nya wirr,ojan pas jaman sketsa banyak bat bacot nya wir,0,0
67712,ditunggu video selanjut nya yang pasti seru extrims,ditunggu video selanjut nya yang pasti seru extrims,ditunggu video selanjutnya nya yang pasti seru ekstrim,0,0
812,td mlm hancur bgs di mahjong di bantai 5 juta padahal duit buat mudik🥺🥺,td mlm hancur bgs di mahjong di bantai 5 juta padahal duit buat mudik emoji_pleading_face emoji_pleading_face,tadi mlm hancur bagus di mahjong di bantai 5 juta padahal duit buat mudik emoji_pleading_face emoji_pleading_face,1,1
966,se ga ngebosenin itu emng yg satu ini🥵🥰,se ga ngebosenin itu emng yg satu ini emoji_hot_face emoji_smiling_face_with_hearts,se ga membosankan itu emang yg satu ini emoji_hot_face emoji_smiling_face_with_hearts,5,5
63608,info tempat,info tempat,info tempat,0,0
44649,@sunboolming 🧐 @xaviera ☆,mention_user emoji_face_with_monocle mention_user ,mention_user emoji_face_with_monocle mention_user,0,0
12077,cina semua males nontonin nya,cina semua males nontonin nya,cina semua malas menonton nya,4,4
33541,knp komennya pda sensi kp jawa,knp komennya pda sensi kp jawa,kenapa komennya pda sensi kp jawa,0,0
21360,istigfar mba istigfar hahahah,istigfar mba istigfar hahahah,istigfar mba istigfar hahaha,0,0
25592,jgn dulu di ulti ya bg🥰😭,jgn dulu di ulti ya bg emoji_smiling_face_with_hearts emoji_loudly_crying_face,jangan dulu di ultimate ya bang emoji_smiling_face_with_hearts emoji_loudly_crying_face,0,0
20064,emak nya yg pakerudung ya kak yg d belakang?,emak nya yg pakerudung ya kak yg d belakang?,emak nya yg pakai kerudung ya kak yg d belakang?,0,0
30175,@rudi b cek beranda profil nya dan baca bio nya pak 🙏,mention_user b cek beranda profil nya dan baca bio nya pak emoji_folded_hands,mention_user b cek beranda profil nya dan baca bio nya pak emoji_folded_hands,0,0
6009,gara mulyono daya rusaknya sngat besar😹,gara mulyono daya rusaknya sngat besar emoji_cat_with_tears_of_joy,gara mulyono daya rusaknya sangat besar emoji_cat_with_tears_of_joy,3,3
14590,nenen nya gede bangeeeeeeet,nenen nya gede bangeeeeeeet,nenen nya gede banget,5,5
8187,ah ah ah ah sakit mas jangan keras😢 tapi enak😂,ah ah ah ah sakit mas jangan keras emoji_crying_face tapi enak emoji_face_with_tears_of_joy,ah ah ah ah sakit mas jangan keras emoji_crying_face tapi enak emoji_face_with_tears_of_joy,5,5
61437,kasik contoh yang baik ko,kasik contoh yang baik ko,kasih contoh yang baik ko,0,0
1454,akun nya di privat takut di samperin org palembang😁,akun nya di privat takut di samperin org palembang emoji_beaming_face_with_smiling_eyes,akun nya di privat takut di sampai orang palembang emoji_beaming_face_with_smiling_eyes,4,4
11886,teguh anjing 😂,teguh anjing emoji_face_with_tears_of_joy,teguh anjing emoji_face_with_tears_of_joy,3,3
37272,mereka gaakan tau rasanya tiba jadi samsak sama ciwi karate🙂 palagi kita tengil gangguin mereka sampe badmod😂,mereka gaakan tau rasanya tiba jadi samsak sama ciwi karate emoji_slightly_smiling_face palagi kita tengil gangguin mereka sampe badmod emoji_face_with_tears_of_joy,mereka gak tau rasanya tiba jadi samsak sama cewek karate emoji_slightly_smiling_face apalagi kita tengil gangguin mereka sampai bad mood emoji_face_with_tears_of_joy,0,0
46528,ring yg sekecil itu di mereka selega itu😭,ring yg sekecil itu di mereka selega itu emoji_loudly_crying_face,ring yg sekecil itu di mereka selega itu emoji_loudly_crying_face,0,0
10264,gak ada yang bisa ngalahin vibe nyap͟͟u͟͟l͟͟a͟͟u͟͟w͟͟i͟͟n͟͟,gak ada yang bisa ngalahin vibe nyapulauwin,gak ada yang bisa mengalahkan vibe nyapulauwin,1,1
16107,06:10 𝓢𝓛𝓞𝓣𝓣𝓔𝓡99 memberikan layanan pelanggan yang ramah.,06:10 slotter99 memberikan layanan pelanggan yang ramah.,06:10 slotter99 memberikan layanan pelanggan yang ramah.,1,1
64364,the best 😅,the best emoji_grinning_face_with_sweat,the terbaik emoji_grinning_face_with_sweat,0,0
1474,tau pilat dak kau tu cs dk usah ngatoi di sosmed ke sini gek ku serlok,tau pilat dak kau tu cs dk usah ngatoi di sosmed ke sini gek ku serlok,tau pilat tidak kau tu customer service tidak usah ngatoi di media sosial ke sini gek ku serlok,3,3
34377,req versi sunda bang,req versi sunda bang,request versi sunda bang,0,0
11595,definisi lo yang salah lo yang teriak orang lain pelakunya wkwkwkwk we were never blind we were never deaf we know what happened back then om enjoy the response you and your wife getting now it s the result of the disgusting things you did in the past ini namanya sanksi sosial om teambundamaya,definisi lo yang salah lo yang teriak orang lain pelakunya wkwkwkwk we were never blind we were never deaf we know what happened back then om enjoy the response you and your wife getting now it s the result of the disgusting things you did in the past ini namanya sanksi sosial om teambundamaya,definisi lo yang salah lo yang teriak orang lain pelakunya wkwkwkwk we were never buta we were never tuli we tahu apa terjadi kembali kemudian om nikmati the respon you dan your istri mendapatkan sekarang itu s the hasil of the menjijikkan hal-hal you did di the masa lalu ini namanya sanksi sosial om teambundamaya,3,3
1763,palembang hama negara,palembang hama negara,palembang hama negara,4,4
13502,2021 sma 2019 loh beda muka bg teguh 😅 yg 2019 kaya org china njiirr 😅 btw udh mau tahun 2022 gua masih nonton nih 😅,2021 sma 2019 loh beda muka bg teguh emoji_grinning_face_with_sweat yg 2019 kaya org china njiirr emoji_grinning_face_with_sweat btw udh mau tahun 2022 gua masih nonton nih emoji_grinning_face_with_sweat,2021 sma 2019 loh beda muka bang teguh emoji_grinning_face_with_sweat yg 2019 kaya orang china anjir emoji_grinning_face_with_sweat btw udah mau tahun 2022 gua masih nonton nih emoji_grinning_face_with_sweat,3,3
